Farmer_ID,Country,Age,Gender,Farm_Size,Crop_Type,Annual_Income_USD,Irrigation_Method,Education_Level,Years_of_Experience,Market_Access,Fertilizer_Use_kg_per_acre,Pesticide_Use_liters_per_acre,Yield_per_Acre_kg
733,Bangladesh,28,Female,Large (>10 acres),Wheat,9483,Canal,Secondary,35,Regional Market,11.58,8.36,1389
734,Nepal,18,Female,Small (<2 acres),Maize,14971,Rain-fed,University,41,Regional Market,152.68,4.6,5653
735,Bangladesh,55,Male,Large (>10 acres),Potato,13009,Canal,Secondary,36,Local Market,161.11,15.58,9392
736,Bangladesh,46,Female,Medium (2-10 acres),Tomato,17564,Rain-fed,University,15,Regional Market,24.18,4.97,7834
737,Pakistan,57,Female,Large (>10 acres),Sugarcane,19040,Canal,No formal education,39,Regional Market,270.85,16.76,9849
738,India,44,Female,Medium (2-10 acres),Tomato,3646,Rain-fed,Secondary,29,Regional Market,241.09,18.47,4824
739,Pakistan,68,Male,Medium (2-10 acres),Cotton,17483,Canal,Primary,6,Regional Market,296.88,11.09,6219
740,Pakistan,31,Female,Small (<2 acres),Tomato,15286,Drip,Primary,2,Export,189.31,5.94,7139
741,Bangladesh,57,Female,Large (>10 acres),Wheat,3882,Canal,No formal education,27,Export,245.85,9.19,4393
742,India,44,Female,Small (<2 acres),Potato,16591,Canal,No formal education,38,Regional Market,246.75,15.59,2596
743,Pakistan,24,Female,Medium (2-10 acres),Rice,15666,Drip,Secondary,28,Local Market,165.58,11.23,6109
744,Bangladesh,48,Male,Medium (2-10 acres),Wheat,9125,Tube well,Primary,47,Export,28.01,19.02,9730
745,India,47,Male,Large (>10 acres),Tomato,1991,Canal,College,2,Local Market,135.41,3.47,7126
746,Pakistan,47,Male,Medium (2-10 acres),Wheat,19002,Canal,No formal education,27,Local Market,259.34,10.15,9836
747,India,45,Male,Large (>10 acres),Tomato,1127,Drip,University,31,Export,68.45,8.36,6546
748,Nepal,22,Female,Large (>10 acres),Potato,2594,Sprinkler,No formal education,22,Local Market,16.57,16.81,3705
749,India,19,Male,Large (>10 acres),Maize,15687,Tube well,Primary,19,Local Market,33.28,17.22,8537
750,Sri Lanka,37,Female,Large (>10 acres),Tomato,19513,Canal,College,25,Local Market,149.4,6.12,9626
751,Nepal,31,Male,Large (>10 acres),Rice,3856,Canal,Primary,19,Local Market,125.69,15.87,7980
752,Sri Lanka,28,Female,Large (>10 acres),Sugarcane,5761,Sprinkler,Primary,16,Local Market,46.61,13.66,1906
753,Nepal,62,Male,Large (>10 acres),Sugarcane,7335,Drip,Primary,32,Regional Market,208.72,1.28,7246
754,Bangladesh,40,Male,Medium (2-10 acres),Tomato,19875,Rain-fed,Primary,5,Export,116.19,8.31,2695
755,Bangladesh,26,Female,Large (>10 acres),Sugarcane,16171,Drip,University,36,Export,289.79,13.13,742
756,Nepal,20,Female,Small (<2 acres),Maize,17802,Drip,Secondary,6,Local Market,104.77,1.34,1595
757,Sri Lanka,65,Female,Small (<2 acres),Cotton,17367,Drip,Primary,36,Regional Market,122.86,12.23,6806
758,India,59,Female,Small (<2 acres),Sugarcane,1551,Rain-fed,University,20,Local Market,263.29,14.66,4489
759,Bangladesh,34,Female,Large (>10 acres),Potato,3362,Canal,University,31,Local Market,281.74,11.06,8970
760,Sri Lanka,26,Male,Medium (2-10 acres),Wheat,12826,Sprinkler,Primary,30,Export,51.46,7.54,1771
761,Sri Lanka,49,Male,Large (>10 acres),Tomato,9208,Tube well,Secondary,1,Regional Market,76.76,6.39,8020
762,India,37,Female,Medium (2-10 acres),Wheat,16941,Tube well,University,15,Regional Market,167.56,10.83,2217
763,India,60,Male,Medium (2-10 acres),Wheat,625,Tube well,Secondary,49,Export,280.09,12.64,5545
764,Pakistan,49,Male,Small (<2 acres),Sugarcane,3626,Sprinkler,Secondary,26,Regional Market,287.24,13.74,7460
765,Bangladesh,34,Female,Large (>10 acres),Wheat,5197,Drip,Secondary,13,Local Market,262.97,12.66,1104
766,Pakistan,41,Female,Small (<2 acres),Maize,10998,Canal,University,47,Export,126.84,6.17,2176
767,Pakistan,25,Female,Large (>10 acres),Sugarcane,16374,Canal,Secondary,22,Regional Market,111.51,4.19,1330
768,Sri Lanka,18,Female,Large (>10 acres),Cotton,3222,Drip,University,27,Regional Market,141.09,11.17,808
769,Sri Lanka,54,Female,Large (>10 acres),Rice,11936,Drip,No formal education,25,Local Market,248.6,15.39,3100
770,Bangladesh,34,Male,Large (>10 acres),Potato,11350,Rain-fed,Secondary,18,Local Market,256.33,17.43,8960
771,Nepal,69,Male,Small (<2 acres),Rice,8950,Tube well,Primary,15,Local Market,270.29,5.88,6759
772,Pakistan,32,Female,Large (>10 acres),Rice,5188,Tube well,University,27,Regional Market,263.96,13.13,6650
773,Pakistan,55,Male,Small (<2 acres),Tomato,4309,Rain-fed,Secondary,14,Local Market,157.95,17.74,6395
774,Nepal,35,Male,Medium (2-10 acres),Maize,16769,Canal,No formal education,27,Regional Market,228.79,9.11,1586
775,India,55,Male,Small (<2 acres),Maize,5014,Tube well,No formal education,1,Export,146.11,11.64,1818
776,Nepal,67,Female,Small (<2 acres),Sugarcane,13867,Canal,Primary,31,Export,256.12,17.84,4631
777,Pakistan,60,Female,Large (>10 acres),Rice,7348,Tube well,Primary,1,Local Market,105.08,3.95,9544
778,Bangladesh,59,Female,Small (<2 acres),Maize,11651,Drip,No formal education,2,Regional Market,120.85,14.24,6429
779,Bangladesh,33,Female,Large (>10 acres),Potato,19247,Canal,University,30,Regional Market,163.43,18.16,4636
780,Pakistan,38,Female,Large (>10 acres),Cotton,15813,Drip,Secondary,25,Local Market,173.44,19.0,6202
781,Sri Lanka,35,Male,Medium (2-10 acres),Sugarcane,6289,Drip,University,38,Regional Market,146.09,3.47,5687
782,Nepal,68,Male,Large (>10 acres),Sugarcane,550,Sprinkler,Primary,46,Export,110.73,8.3,6128
783,Pakistan,40,Female,Small (<2 acres),Tomato,6099,Sprinkler,No formal education,32,Local Market,97.53,9.84,4715
784,India,47,Male,Small (<2 acres),Wheat,3281,Drip,Primary,38,Export,189.35,6.37,1292
785,India,67,Male,Small (<2 acres),Tomato,17694,Drip,No formal education,37,Export,22.09,7.09,6328
786,Bangladesh,40,Female,Small (<2 acres),Tomato,18611,Canal,Secondary,40,Local Market,258.04,8.73,9391
787,Nepal,32,Female,Medium (2-10 acres),Maize,9136,Sprinkler,College,37,Local Market,59.04,19.44,1782
788,Pakistan,62,Female,Large (>10 acres),Sugarcane,10774,Tube well,No formal education,13,Regional Market,274.29,8.01,784
789,Nepal,32,Male,Small (<2 acres),Sugarcane,7640,Tube well,Primary,21,Local Market,179.97,10.49,4397
790,Sri Lanka,69,Female,Medium (2-10 acres),Tomato,5682,Rain-fed,Primary,14,Export,243.85,11.22,506
791,Sri Lanka,20,Male,Large (>10 acres),Potato,12124,Tube well,No formal education,19,Export,162.95,11.94,6049
792,India,64,Female,Large (>10 acres),Cotton,8197,Canal,Secondary,32,Export,166.96,18.21,6099
793,Bangladesh,35,Female,Medium (2-10 acres),Maize,6971,Rain-fed,Secondary,5,Export,244.04,11.16,714
794,Sri Lanka,64,Male,Large (>10 acres),Sugarcane,19235,Sprinkler,Secondary,36,Regional Market,286.1,3.03,9068
795,Bangladesh,30,Female,Medium (2-10 acres),Cotton,12324,Sprinkler,University,7,Regional Market,167.94,16.28,953
796,Bangladesh,19,Female,Large (>10 acres),Sugarcane,9718,Drip,University,48,Export,267.71,12.69,550
797,Sri Lanka,36,Female,Large (>10 acres),Tomato,6079,Sprinkler,No formal education,45,Regional Market,239.8,3.58,1607
798,Bangladesh,56,Male,Large (>10 acres),Maize,4021,Sprinkler,Secondary,25,Local Market,202.59,14.39,3641
799,India,59,Male,Medium (2-10 acres),Sugarcane,16353,Canal,Secondary,27,Regional Market,70.15,17.33,5392
800,Bangladesh,58,Male,Small (<2 acres),Rice,7275,Canal,University,7,Regional Market,144.38,15.66,859
801,India,41,Female,Small (<2 acres),Wheat,11559,Drip,No formal education,15,Regional Market,104.56,17.21,9356
802,Bangladesh,50,Male,Large (>10 acres),Sugarcane,17871,Drip,University,36,Local Market,54.91,13.39,3698
803,India,21,Male,Small (<2 acres),Wheat,13807,Rain-fed,Secondary,8,Export,165.86,18.01,9282
804,Bangladesh,70,Male,Medium (2-10 acres),Tomato,15827,Drip,No formal education,28,Export,173.44,18.9,1008
805,Bangladesh,38,Male,Medium (2-10 acres),Potato,11965,Tube well,Secondary,12,Local Market,295.38,14.46,2318
806,Bangladesh,37,Female,Medium (2-10 acres),Wheat,15796,Rain-fed,University,50,Local Market,291.15,13.67,2367
807,India,27,Male,Small (<2 acres),Potato,15556,Rain-fed,College,47,Export,237.18,8.56,4233
808,Sri Lanka,26,Male,Medium (2-10 acres),Rice,8001,Canal,College,37,Local Market,182.87,6.01,1202
809,India,56,Male,Small (<2 acres),Wheat,4012,Tube well,No formal education,44,Export,91.74,8.83,6614
810,Pakistan,57,Male,Large (>10 acres),Sugarcane,17939,Rain-fed,University,35,Export,100.24,18.55,626
811,Pakistan,56,Female,Medium (2-10 acres),Tomato,4925,Sprinkler,University,30,Regional Market,255.12,10.17,9830
812,Bangladesh,56,Male,Small (<2 acres),Cotton,12474,Sprinkler,Primary,28,Export,145.94,17.16,7260
813,Sri Lanka,20,Male,Large (>10 acres),Sugarcane,3880,Drip,Secondary,35,Regional Market,187.57,12.76,3254
814,Bangladesh,52,Male,Medium (2-10 acres),Sugarcane,10116,Tube well,Primary,26,Regional Market,271.2,19.51,2113
815,India,27,Female,Small (<2 acres),Tomato,12026,Rain-fed,No formal education,6,Local Market,265.51,9.05,3199
816,Pakistan,47,Male,Small (<2 acres),Potato,11087,Sprinkler,Primary,7,Local Market,263.08,12.34,5740
817,India,64,Male,Medium (2-10 acres),Sugarcane,2597,Canal,Secondary,14,Local Market,283.87,14.37,3497
818,Nepal,65,Female,Medium (2-10 acres),Rice,4512,Rain-fed,College,11,Local Market,251.4,9.57,9440
819,Nepal,50,Male,Small (<2 acres),Potato,2443,Rain-fed,Primary,11,Export,224.8,11.04,4602
820,India,52,Male,Medium (2-10 acres),Sugarcane,9240,Tube well,Primary,30,Local Market,171.52,16.43,2865
821,India,35,Male,Medium (2-10 acres),Cotton,17491,Drip,Secondary,7,Export,282.05,16.34,6403
822,Nepal,42,Male,Small (<2 acres),Wheat,10832,Rain-fed,College,26,Regional Market,244.16,5.48,3923
823,Nepal,21,Male,Large (>10 acres),Tomato,7262,Drip,University,23,Local Market,177.89,15.3,5560
824,Pakistan,56,Male,Medium (2-10 acres),Cotton,1532,Drip,University,39,Export,178.51,8.54,6864
825,Bangladesh,59,Female,Small (<2 acres),Sugarcane,13916,Drip,No formal education,23,Export,151.87,19.42,2452
826,India,26,Female,Small (<2 acres),Maize,8452,Sprinkler,Primary,44,Regional Market,184.34,18.28,3324
827,Bangladesh,39,Female,Small (<2 acres),Maize,6335,Tube well,College,3,Local Market,52.57,18.84,6652
828,Sri Lanka,69,Male,Medium (2-10 acres),Cotton,10430,Tube well,College,45,Local Market,180.57,14.63,3340
829,India,23,Male,Large (>10 acres),Sugarcane,17454,Tube well,Secondary,7,Local Market,296.09,0.96,3129
830,India,23,Female,Medium (2-10 acres),Tomato,8804,Tube well,No formal education,34,Local Market,67.8,2.15,5567
831,Nepal,48,Female,Small (<2 acres),Rice,1130,Rain-fed,No formal education,3,Export,285.42,15.93,9854
832,India,53,Male,Medium (2-10 acres),Wheat,6438,Canal,College,5,Export,24.39,11.2,6877
833,Pakistan,19,Male,Large (>10 acres),Rice,5385,Tube well,College,20,Regional Market,287.95,11.3,2724
834,Nepal,65,Female,Large (>10 acres),Wheat,18109,Sprinkler,University,10,Local Market,146.37,18.1,6709
835,Pakistan,30,Female,Large (>10 acres),Sugarcane,5562,Rain-fed,Secondary,43,Export,81.75,18.26,8954
836,India,18,Female,Medium (2-10 acres),Rice,6847,Tube well,Secondary,15,Regional Market,296.7,8.08,6969
837,Pakistan,53,Female,Small (<2 acres),Maize,10888,Rain-fed,College,1,Local Market,243.92,8.55,8825
838,Nepal,59,Female,Large (>10 acres),Maize,11105,Sprinkler,College,49,Local Market,41.51,0.92,3872
839,Bangladesh,68,Male,Small (<2 acres),Rice,17820,Canal,College,39,Local Market,251.51,19.39,1789
840,Sri Lanka,62,Female,Large (>10 acres),Sugarcane,9039,Canal,College,38,Export,58.4,3.5,8429
841,Bangladesh,38,Male,Medium (2-10 acres),Cotton,9753,Tube well,College,24,Regional Market,105.79,15.95,6541
842,Sri Lanka,59,Female,Large (>10 acres),Maize,18426,Rain-fed,College,50,Regional Market,173.87,11.43,3372
843,Nepal,38,Male,Medium (2-10 acres),Potato,7186,Canal,Primary,35,Local Market,283.64,0.56,1044
844,Bangladesh,64,Male,Large (>10 acres),Wheat,10749,Drip,University,47,Local Market,256.35,14.24,8950
845,Pakistan,55,Female,Medium (2-10 acres),Cotton,11160,Drip,No formal education,12,Regional Market,217.65,12.46,3670
846,Bangladesh,67,Female,Small (<2 acres),Potato,19001,Rain-fed,Secondary,16,Export,133.44,17.16,1075
847,Pakistan,39,Male,Large (>10 acres),Maize,17736,Sprinkler,Secondary,14,Regional Market,238.43,14.32,8657
848,India,57,Male,Small (<2 acres),Rice,15035,Drip,No formal education,29,Regional Market,33.22,15.36,1184
849,Nepal,44,Female,Medium (2-10 acres),Cotton,8684,Drip,College,15,Export,148.74,6.14,4336
850,Sri Lanka,69,Male,Medium (2-10 acres),Tomato,2708,Tube well,Secondary,3,Export,259.22,11.62,5874
851,Nepal,43,Male,Medium (2-10 acres),Cotton,18423,Tube well,University,38,Regional Market,170.87,9.99,4589
852,Pakistan,49,Male,Large (>10 acres),Maize,18885,Rain-fed,College,49,Local Market,245.28,6.85,921
853,Pakistan,47,Female,Large (>10 acres),Potato,17811,Tube well,Secondary,2,Export,14.87,1.1,3878
854,Nepal,53,Female,Large (>10 acres),Cotton,8973,Canal,Primary,36,Export,135.88,6.15,4170
855,Pakistan,62,Female,Medium (2-10 acres),Potato,3672,Canal,No formal education,41,Regional Market,116.83,3.36,2412
856,Pakistan,24,Female,Small (<2 acres),Potato,5640,Sprinkler,Secondary,43,Regional Market,254.64,16.2,2523
857,Nepal,21,Female,Medium (2-10 acres),Wheat,1993,Drip,University,32,Local Market,210.26,3.35,4120
858,Nepal,40,Female,Small (<2 acres),Cotton,2137,Drip,No formal education,3,Regional Market,206.95,17.4,4100
859,Sri Lanka,34,Female,Medium (2-10 acres),Potato,5922,Rain-fed,University,39,Local Market,230.86,4.16,3581
860,Sri Lanka,56,Male,Large (>10 acres),Wheat,18752,Tube well,Secondary,6,Local Market,227.04,6.4,990
861,Sri Lanka,50,Male,Small (<2 acres),Wheat,11599,Rain-fed,University,28,Export,292.99,15.3,3574
862,Sri Lanka,41,Female,Small (<2 acres),Sugarcane,3703,Rain-fed,No formal education,17,Export,183.85,6.24,7299
863,Pakistan,61,Female,Small (<2 acres),Rice,604,Sprinkler,No formal education,10,Local Market,282.81,2.57,3192
864,Pakistan,55,Male,Medium (2-10 acres),Wheat,7128,Drip,University,48,Export,137.6,15.28,1812
865,India,32,Male,Small (<2 acres),Rice,7981,Canal,No formal education,34,Local Market,179.02,3.77,7750
866,Pakistan,22,Male,Small (<2 acres),Wheat,12465,Drip,Secondary,14,Regional Market,255.73,10.36,5971
867,Pakistan,64,Male,Small (<2 acres),Sugarcane,3462,Drip,Secondary,48,Regional Market,225.92,11.4,6680
868,Sri Lanka,31,Male,Large (>10 acres),Wheat,11840,Drip,University,48,Export,89.5,15.08,6909
869,Pakistan,25,Female,Large (>10 acres),Maize,12836,Tube well,Primary,34,Regional Market,28.39,17.59,6062
870,Pakistan,45,Male,Large (>10 acres),Wheat,13993,Rain-fed,Secondary,35,Local Market,19.11,18.87,5157
871,India,35,Female,Large (>10 acres),Sugarcane,5616,Sprinkler,Primary,46,Regional Market,140.22,5.26,4376
872,Pakistan,34,Male,Small (<2 acres),Maize,5450,Drip,College,1,Regional Market,140.55,15.58,1929
873,India,45,Female,Large (>10 acres),Maize,13345,Sprinkler,Secondary,50,Regional Market,31.75,13.04,8409
874,Nepal,25,Male,Small (<2 acres),Wheat,8316,Tube well,Primary,49,Local Market,247.57,1.48,8866
875,Sri Lanka,42,Male,Medium (2-10 acres),Cotton,10368,Rain-fed,University,18,Regional Market,127.0,3.79,1390
876,Bangladesh,51,Female,Large (>10 acres),Maize,10898,Rain-fed,No formal education,3,Regional Market,113.09,13.94,2189
877,Bangladesh,25,Male,Small (<2 acres),Potato,5423,Sprinkler,Secondary,20,Export,41.5,15.87,3915
878,Bangladesh,33,Male,Small (<2 acres),Potato,9602,Rain-fed,College,5,Regional Market,141.28,10.36,8834
879,Sri Lanka,69,Male,Large (>10 acres),Potato,5247,Rain-fed,Primary,31,Export,115.4,5.18,7634
880,Bangladesh,20,Male,Small (<2 acres),Maize,10237,Rain-fed,Secondary,26,Export,117.95,16.87,4178
881,India,28,Female,Large (>10 acres),Tomato,11607,Drip,College,45,Regional Market,255.68,9.83,1751
882,Bangladesh,62,Male,Small (<2 acres),Tomato,18944,Canal,Primary,39,Export,89.22,6.42,4204
883,India,22,Male,Large (>10 acres),Tomato,6781,Canal,No formal education,16,Regional Market,146.24,16.99,8364
884,Nepal,33,Male,Small (<2 acres),Maize,14187,Sprinkler,Primary,48,Regional Market,135.9,11.06,3951
885,Sri Lanka,59,Male,Small (<2 acres),Maize,12307,Rain-fed,Primary,49,Regional Market,232.61,17.53,5364
886,Bangladesh,41,Male,Medium (2-10 acres),Wheat,16162,Canal,Primary,28,Local Market,281.7,19.92,5648
887,Pakistan,53,Male,Medium (2-10 acres),Sugarcane,12652,Drip,No formal education,39,Export,190.43,6.17,1191
888,Bangladesh,46,Female,Small (<2 acres),Sugarcane,8963,Canal,College,14,Local Market,182.38,4.3,5662
889,Nepal,21,Female,Large (>10 acres),Tomato,11498,Rain-fed,Primary,16,Local Market,243.88,9.35,4456
890,India,67,Female,Medium (2-10 acres),Maize,4673,Rain-fed,University,38,Local Market,234.71,0.74,2652
891,India,38,Male,Large (>10 acres),Sugarcane,19131,Sprinkler,No formal education,29,Export,169.16,10.15,7315
892,Sri Lanka,40,Male,Large (>10 acres),Cotton,3506,Sprinkler,College,46,Local Market,126.79,6.68,5437
893,Pakistan,45,Male,Medium (2-10 acres),Potato,8855,Sprinkler,Primary,49,Export,236.44,16.59,3990
894,India,58,Male,Large (>10 acres),Wheat,3984,Drip,Primary,24,Local Market,107.47,18.26,4773
895,Bangladesh,26,Female,Medium (2-10 acres),Rice,18484,Tube well,Primary,30,Local Market,30.75,11.06,4854
896,Nepal,70,Male,Small (<2 acres),Tomato,8574,Canal,Secondary,46,Regional Market,192.84,19.49,6873
897,Nepal,48,Female,Large (>10 acres),Maize,19776,Tube well,No formal education,25,Export,33.4,10.53,9820
898,Bangladesh,18,Male,Small (<2 acres),Wheat,1444,Rain-fed,Primary,4,Regional Market,206.73,18.01,8600
899,Sri Lanka,49,Female,Medium (2-10 acres),Potato,19173,Rain-fed,Primary,41,Regional Market,220.43,16.44,9880
900,Pakistan,66,Female,Medium (2-10 acres),Tomato,5554,Sprinkler,Primary,16,Local Market,60.78,6.56,763
901,Sri Lanka,18,Female,Large (>10 acres),Potato,9494,Sprinkler,University,38,Local Market,129.45,18.43,6023
902,Nepal,32,Female,Medium (2-10 acres),Maize,16859,Rain-fed,No formal education,25,Export,239.74,0.98,9527
903,Nepal,22,Male,Large (>10 acres),Wheat,729,Sprinkler,College,23,Regional Market,71.25,17.59,5689
904,Pakistan,35,Male,Small (<2 acres),Sugarcane,9630,Sprinkler,Primary,11,Regional Market,46.75,4.19,9756
905,Nepal,69,Female,Large (>10 acres),Sugarcane,12150,Sprinkler,Primary,3,Local Market,73.4,2.21,3215
906,Pakistan,42,Female,Small (<2 acres),Maize,6464,Sprinkler,Secondary,43,Export,83.52,1.85,5891
907,Bangladesh,58,Male,Medium (2-10 acres),Wheat,8633,Sprinkler,No formal education,2,Local Market,111.1,4.3,3144
908,Sri Lanka,43,Female,Large (>10 acres),Maize,2382,Tube well,Secondary,22,Regional Market,253.59,7.16,9845
909,Pakistan,37,Male,Medium (2-10 acres),Sugarcane,17779,Drip,College,32,Local Market,87.6,16.76,3158
910,Sri Lanka,44,Male,Small (<2 acres),Rice,3981,Tube well,No formal education,41,Local Market,183.53,19.22,9936
911,Nepal,21,Male,Large (>10 acres),Wheat,19951,Canal,College,2,Regional Market,290.95,8.0,1052
912,Bangladesh,58,Female,Small (<2 acres),Sugarcane,18593,Canal,University,32,Export,101.28,7.5,8837
913,India,24,Female,Large (>10 acres),Sugarcane,9451,Drip,Primary,10,Export,46.56,10.41,2024
914,Bangladesh,40,Female,Medium (2-10 acres),Maize,16849,Sprinkler,Primary,38,Local Market,142.01,9.98,9304
915,India,30,Female,Small (<2 acres),Rice,4533,Rain-fed,No formal education,6,Regional Market,99.78,5.8,1855
916,India,68,Female,Medium (2-10 acres),Maize,19731,Canal,College,12,Regional Market,226.53,9.95,5456
917,Sri Lanka,69,Female,Large (>10 acres),Wheat,10441,Rain-fed,Secondary,38,Local Market,168.02,10.57,2008
918,Nepal,63,Female,Medium (2-10 acres),Potato,17602,Rain-fed,University,9,Export,200.33,2.28,7231
919,Bangladesh,43,Female,Medium (2-10 acres),Cotton,1425,Tube well,College,28,Local Market,211.19,12.1,3229
920,Pakistan,36,Female,Small (<2 acres),Rice,8083,Sprinkler,College,17,Regional Market,89.39,8.96,5763
921,India,38,Male,Small (<2 acres),Cotton,11483,Sprinkler,Primary,6,Local Market,155.33,19.18,9767
922,Bangladesh,25,Male,Small (<2 acres),Sugarcane,9789,Tube well,Secondary,32,Local Market,37.73,18.07,2614
923,Bangladesh,69,Female,Medium (2-10 acres),Tomato,18208,Drip,Primary,21,Export,205.72,7.27,2259
924,Nepal,34,Female,Large (>10 acres),Cotton,4821,Sprinkler,No formal education,46,Local Market,82.37,3.44,2497
925,Pakistan,38,Female,Small (<2 acres),Potato,13239,Sprinkler,Secondary,3,Regional Market,13.39,6.31,6869
926,Sri Lanka,30,Male,Medium (2-10 acres),Wheat,7245,Sprinkler,No formal education,9,Export,299.9,15.93,4029
927,Bangladesh,35,Male,Large (>10 acres),Rice,3300,Rain-fed,University,7,Regional Market,259.68,3.52,1808
928,Sri Lanka,37,Male,Medium (2-10 acres),Tomato,14666,Sprinkler,No formal education,40,Regional Market,242.65,17.01,6806
929,Sri Lanka,23,Female,Medium (2-10 acres),Potato,18088,Rain-fed,Primary,4,Local Market,118.19,6.31,7939
930,Nepal,52,Male,Large (>10 acres),Tomato,1756,Tube well,Secondary,11,Local Market,298.67,14.43,6968
931,Bangladesh,66,Male,Small (<2 acres),Wheat,11111,Rain-fed,College,15,Local Market,222.4,17.6,7248
932,Sri Lanka,22,Male,Small (<2 acres),Maize,18851,Canal,College,2,Regional Market,288.8,6.43,6399
933,Sri Lanka,21,Male,Small (<2 acres),Sugarcane,1544,Canal,Secondary,11,Regional Market,15.62,6.48,2217
934,India,24,Female,Large (>10 acres),Sugarcane,12219,Canal,College,7,Local Market,81.7,10.25,2456
935,Bangladesh,69,Male,Medium (2-10 acres),Tomato,5363,Sprinkler,Primary,28,Regional Market,23.2,1.02,5808
936,Nepal,59,Male,Large (>10 acres),Tomato,13903,Tube well,University,48,Export,182.27,19.42,3037
937,Bangladesh,35,Female,Large (>10 acres),Cotton,8755,Tube well,Secondary,39,Export,32.73,8.83,796
938,Bangladesh,58,Male,Large (>10 acres),Sugarcane,10783,Canal,University,33,Export,212.42,6.03,5242
939,India,50,Male,Small (<2 acres),Rice,16817,Rain-fed,University,2,Regional Market,59.47,4.48,8041
940,Sri Lanka,23,Female,Large (>10 acres),Potato,5723,Canal,Secondary,1,Regional Market,293.7,0.8,4041
941,Pakistan,28,Female,Large (>10 acres),Potato,14864,Tube well,University,27,Export,104.25,1.06,3595
942,Pakistan,28,Male,Large (>10 acres),Wheat,5304,Rain-fed,No formal education,15,Local Market,205.67,10.7,9531
943,Sri Lanka,63,Male,Large (>10 acres),Maize,17869,Canal,University,15,Local Market,103.6,18.33,5328
944,Bangladesh,43,Female,Small (<2 acres),Maize,9725,Rain-fed,Secondary,42,Regional Market,24.85,18.11,2934
945,Nepal,30,Male,Small (<2 acres),Rice,7027,Rain-fed,No formal education,28,Local Market,75.46,19.29,3085
946,Bangladesh,44,Male,Small (<2 acres),Tomato,5987,Drip,College,10,Local Market,146.99,18.9,8890
947,India,69,Female,Large (>10 acres),Sugarcane,1760,Sprinkler,College,17,Export,67.34,14.67,4243
948,Pakistan,21,Male,Medium (2-10 acres),Maize,14721,Sprinkler,Secondary,12,Export,232.57,13.23,1768
949,Pakistan,52,Female,Medium (2-10 acres),Sugarcane,7245,Sprinkler,No formal education,38,Export,115.04,12.27,6966
950,Bangladesh,49,Female,Medium (2-10 acres),Sugarcane,3107,Tube well,University,28,Regional Market,37.5,10.08,2229
951,India,70,Male,Small (<2 acres),Rice,6857,Tube well,Primary,45,Export,125.35,18.16,3336
952,Pakistan,44,Female,Small (<2 acres),Cotton,14343,Rain-fed,No formal education,39,Export,47.18,14.49,4822
953,Nepal,48,Male,Medium (2-10 acres),Wheat,1881,Drip,University,46,Local Market,149.4,4.14,5969
954,Pakistan,19,Male,Medium (2-10 acres),Sugarcane,987,Rain-fed,Secondary,36,Local Market,64.09,10.3,9101
955,Bangladesh,37,Female,Large (>10 acres),Wheat,7187,Rain-fed,College,6,Regional Market,200.58,11.42,6188
956,Sri Lanka,19,Male,Medium (2-10 acres),Cotton,17947,Tube well,No formal education,48,Export,19.46,14.2,2888
957,India,42,Male,Medium (2-10 acres),Wheat,15741,Drip,College,21,Local Market,299.79,17.8,1327
958,Sri Lanka,31,Male,Small (<2 acres),Cotton,14308,Rain-fed,Primary,46,Regional Market,50.32,15.57,9251
959,Nepal,41,Male,Small (<2 acres),Sugarcane,11437,Drip,College,25,Local Market,81.68,6.5,8554
960,Bangladesh,69,Male,Medium (2-10 acres),Wheat,15310,Canal,Primary,17,Export,21.55,5.26,6617
961,Sri Lanka,32,Male,Medium (2-10 acres),Tomato,18343,Sprinkler,Primary,10,Local Market,103.42,8.68,8041
962,India,47,Male,Small (<2 acres),Sugarcane,12471,Canal,Primary,1,Export,150.23,5.21,2524
963,Nepal,27,Male,Small (<2 acres),Wheat,8444,Drip,Secondary,12,Regional Market,47.85,17.54,9790
964,Pakistan,55,Male,Small (<2 acres),Rice,16002,Rain-fed,Secondary,18,Export,209.49,10.41,6876
965,Sri Lanka,28,Female,Small (<2 acres),Wheat,16002,Sprinkler,Secondary,28,Regional Market,281.87,6.66,7694
966,Pakistan,27,Female,Large (>10 acres),Maize,11431,Drip,Secondary,27,Export,222.62,16.66,3725
967,India,25,Male,Large (>10 acres),Potato,3416,Drip,University,5,Local Market,256.79,2.64,2059
968,Pakistan,54,Female,Small (<2 acres),Sugarcane,8801,Sprinkler,College,28,Regional Market,233.02,1.59,7001
969,India,38,Female,Medium (2-10 acres),Sugarcane,18003,Rain-fed,University,2,Export,221.97,4.08,9112
970,Sri Lanka,35,Female,Large (>10 acres),Rice,9884,Rain-fed,College,44,Local Market,55.88,3.94,2621
971,India,52,Female,Small (<2 acres),Tomato,8068,Rain-fed,Secondary,24,Export,100.16,18.9,3703
972,India,53,Female,Small (<2 acres),Maize,4271,Rain-fed,University,10,Local Market,277.75,14.32,2975
973,Pakistan,61,Female,Small (<2 acres),Cotton,1553,Sprinkler,Secondary,3,Local Market,28.09,14.3,9860
974,Sri Lanka,51,Female,Medium (2-10 acres),Potato,19263,Canal,University,36,Local Market,176.59,12.68,2995
975,Nepal,56,Male,Medium (2-10 acres),Maize,6830,Canal,Secondary,34,Local Market,107.27,6.9,1538
